,Lat,Lon,BY,MAT,AMMaxT,AMMinT,MMT,SMT,AP,SMP,GDP,Pop,DC,InfR,Vol,HRT,AtHRT,SRT,Nitri,Denitri,InfBOD,ReInfBOD,AtInfBOD,InfCOD,ReInfCOD,AtInfCOD,F.M,InfNH4N,AtInfNH4N,InfTN,AtInfTN,InfTP,AtInfTP,IndConInf,IndPer,MLSS,DO,Ph,MIT,Con,NH4N,NO3N,SVI
USCB1AA,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1AB,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1AC,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1BA,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1BB,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1BC,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1CA,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1CB,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1CC,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1DA,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1DB,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCB1DC,76.33425269,20.62283075,99.01980198,45,59.81549815,28.14516129,70.66666667,37,35.91172414,21.65909091,45.79554566,1.587557362,2.649914276,2.548716647,8.592531106,74.72340426,22.83971535,13.69174025,100,100,28.64599703,73.73226453,9.143646409,26.95901179,52.08653846,17.65207373,29.13684211,25.75,29.28571429,32.97224103,48.265625,18.63013699,17.73239437,1,1,10.12265437,11.72319475,43.93442623,42.70472441,1.305928854,4.370212766,42.71698113,78.39396613
USCG1A,79.1438552,21.90209702,38.24752475,30.33333333,52.50922509,24.9516129,63.33333333,59.5,33.13517241,21.86363636,67.62538976,32.54054258,2.856164458,1.987158308,3.56513063,4.580851064,8.414096916,12.5852241,100,1,18.02909323,41.03647295,34.74447514,12.67321729,26.38461538,37.83986175,23.92631579,23.12672811,25.75,20.70616114,19.046875,23.15068493,8.669014085,100,6.5,17.3356746,16.10995624,46.8852459,53.61811024,5.133596838,4.370212766,42.71698113,78.39396613
USCG1B,79.1438552,21.90209702,38.24752475,30.33333333,52.50922509,24.9516129,63.33333333,59.5,33.13517241,21.86363636,67.62538976,32.54054258,2.856164458,1.987158308,3.56513063,4.580851064,8.414096916,12.5852241,100,1,18.02909323,41.03647295,34.74447514,12.67321729,26.38461538,37.83986175,23.92631579,23.12672811,25.75,20.70616114,19.046875,23.15068493,8.669014085,100,6.5,17.3356746,16.10995624,46.8852459,53.61811024,5.133596838,4.370212766,42.71698113,78.39396613
USCG1C,79.1438552,21.90209702,38.24752475,30.33333333,52.50922509,24.9516129,63.33333333,59.5,33.13517241,21.86363636,67.62538976,32.54054258,2.856164458,1.987158308,3.56513063,4.580851064,8.414096916,12.5852241,100,1,18.02909323,41.03647295,34.74447514,12.67321729,26.38461538,37.83986175,23.92631579,23.12672811,25.75,20.70616114,19.046875,23.15068493,8.669014085,100,6.5,17.3356746,16.10995624,46.8852459,53.61811024,5.133596838,4.370212766,42.71698113,78.39396613
USCG2A,78.98132225,22.01101278,17.66336634,37.66666667,59.81549815,26.5483871,67,100,33.31724138,21.45454545,67.62538976,32.54054258,100,94.59239528,100,7.845744681,7.407658421,5.282217503,100,100,15.5062646,37.38597194,14.23342541,12.61763054,26.38461538,13.31797235,20.8,1,17.68857143,15.14285714,48.265625,17.04794521,29.58450704,50.5,8.15,47.95209141,42.91794311,45.40983607,51.27952756,3.650197628,15.95531915,44.58490566,57.43419195
USCG2B,78.98132225,22.01101278,17.66336634,37.66666667,59.81549815,26.5483871,67,100,33.31724138,21.45454545,67.62538976,32.54054258,100,94.59239528,100,7.845744681,7.407658421,5.282217503,100,100,15.5062646,37.38597194,14.23342541,12.61763054,26.38461538,13.31797235,20.8,1,17.68857143,15.14285714,48.265625,17.04794521,29.58450704,50.5,8.15,47.95209141,42.91794311,45.40983607,51.27952756,3.650197628,15.95531915,44.58490566,57.43419195
USCG2C,78.98132225,22.01101278,17.66336634,37.66666667,59.81549815,26.5483871,67,100,33.31724138,21.45454545,67.62538976,32.54054258,100,94.59239528,100,7.845744681,7.407658421,5.282217503,100,100,15.5062646,37.38597194,14.23342541,12.61763054,26.38461538,13.31797235,20.8,1,17.68857143,15.14285714,48.265625,17.04794521,29.58450704,50.5,8.15,47.95209141,42.91794311,45.40983607,51.27952756,3.650197628,15.95531915,44.58490566,57.43419195
USCG3A,79.16447982,21.96284196,65.69306931,34,56.16236162,24.9516129,67,59.5,32.68,21.25,67.62538976,32.54054258,6.939918052,4.430980463,4.809286649,9.425531915,16.13012538,9.265675645,100,1,12.35272882,28.45811623,34.74447514,10.83885458,26.38461538,37.83986175,27.05263158,16.05529954,25.75,21.04129993,19.046875,21.34246575,8.669014085,100,6.5,22.81549429,20.38840263,48.36065574,48.94094488,3.426086957,58.29361702,35.55660377,59.32057163
USCG3B,79.16447982,21.96284196,65.69306931,34,56.16236162,24.9516129,67,59.5,32.68,21.25,67.62538976,32.54054258,6.939918052,4.430980463,4.809286649,9.425531915,16.13012538,9.265675645,100,1,12.35272882,28.45811623,34.74447514,10.83885458,26.38461538,37.83986175,27.05263158,16.05529954,25.75,21.04129993,19.046875,21.34246575,8.669014085,100,6.5,22.81549429,20.38840263,48.36065574,48.94094488,3.426086957,58.29361702,35.55660377,59.32057163
USCG3C,79.16447982,21.96284196,65.69306931,34,56.16236162,24.9516129,67,59.5,32.68,21.25,67.62538976,32.54054258,6.939918052,4.430980463,4.809286649,9.425531915,16.13012538,9.265675645,100,1,12.35272882,28.45811623,34.74447514,10.83885458,26.38461538,37.83986175,27.05263158,16.05529954,25.75,21.04129993,19.046875,21.34246575,8.669014085,100,6.5,22.81549429,20.38840263,48.36065574,48.94094488,3.426086957,58.29361702,35.55660377,59.32057163
USCG4AA,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,6.278082039,100,1,14.45508601,30.1246493,33.83287293,12.67321729,26.38461538,37.83986175,22.88421053,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,28.43023378,26.88730853,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG4AB,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,6.278082039,100,1,14.45508601,30.1246493,33.83287293,12.67321729,26.38461538,37.83986175,22.88421053,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,28.43023378,26.88730853,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG4AC,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,6.278082039,100,1,14.45508601,30.1246493,33.83287293,12.67321729,26.38461538,37.83986175,22.88421053,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,28.43023378,26.88730853,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG4BA,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,20.99474684,100,1,14.45508601,30.1246493,34.74447514,12.67321729,26.38461538,37.83986175,27.05263158,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,23.14760457,30.13676149,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG4BB,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,20.99474684,100,1,14.45508601,30.1246493,34.74447514,12.67321729,26.38461538,37.83986175,27.05263158,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,23.14760457,30.13676149,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG4BC,79.16028189,21.92943074,68.63366337,34,56.16236162,24.9516129,63.33333333,59.5,32.90758621,21.45454545,67.62538976,32.54054258,3.474915002,3.588642955,4.809286649,5.00212766,9.085055913,20.99474684,100,1,14.45508601,30.1246493,34.74447514,12.67321729,26.38461538,37.83986175,27.05263158,16.96774194,25.75,20.70616114,19.046875,21.34246575,8.669014085,100,6.5,23.14760457,30.13676149,54.26229508,46.99212598,3.426086957,58.29361702,35.55660377,59.32057163
USCG5A,79.16238086,22.02870635,16.68316832,34,56.16236162,24.9516129,63.33333333,59.5,32.68,21.04545455,67.62538976,32.54054258,28.47243701,24.38712243,51.59477815,9.425531915,9.085055913,12.5852241,100,1,8.673603738,21.55390782,34.74447514,14.56316676,20.83173077,37.83986175,26.01052632,12.63364055,51.63142857,15.14285714,19.046875,13.65753425,8.669014085,1,1,20.65677744,37.71881838,45.26229508,48.16141732,2.839130435,4.370212766,42.71698113,78.39396613
USCG5B,79.16238086,22.02870635,16.68316832,34,56.16236162,24.9516129,63.33333333,59.5,32.68,21.04545455,67.62538976,32.54054258,28.47243701,24.38712243,51.59477815,9.425531915,9.085055913,12.5852241,100,1,8.673603738,21.55390782,34.74447514,14.56316676,20.83173077,37.83986175,26.01052632,12.63364055,51.63142857,15.14285714,19.046875,13.65753425,8.669014085,1,1,20.65677744,37.71881838,45.26229508,48.16141732,2.839130435,4.370212766,42.71698113,78.39396613
USCG5C,79.16238086,22.02870635,16.68316832,34,56.16236162,24.9516129,63.33333333,59.5,32.68,21.04545455,67.62538976,32.54054258,28.47243701,24.38712243,51.59477815,9.425531915,9.085055913,12.5852241,100,1,8.673603738,21.55390782,34.74447514,14.56316676,20.83173077,37.83986175,26.01052632,12.63364055,51.63142857,15.14285714,19.046875,13.65753425,8.669014085,1,1,20.65677744,37.71881838,45.26229508,48.16141732,2.839130435,4.370212766,42.71698113,78.39396613
USCT1A,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1B,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1C,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1D,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1E,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1F,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1G,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1H,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USCT1I,72.7976138,22.74852038,93.13861386,59.66666667,56.16236162,45.70967742,74.33333333,1,54.20965517,18.79545455,40.17639198,2.916856593,1.866163586,1.083020043,1.25361371,26.27659574,21.16231786,22.54386945,100,100,9.514546613,50.24208417,33.83287293,12.67321729,12.26442308,17.65207373,6.210526316,32.13709677,1.919285714,27.87813135,76.625,13.65753425,26.79577465,100,6.5,25.06761715,3.057986871,46.8852459,81.68110236,1.256126482,10.26808511,60.77358491,14.58892025
USDA1A,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1B,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1C,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1D,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1E,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1F,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1G,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1H,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1I,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1J,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1K,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA1L,70.72243967,19.26829945,1,70.66666667,70.77490775,50.5,85.33333333,100,33.2262069,11.43181818,68.45657016,23.85970353,13.37492372,10.09856538,59.37446759,19.95744681,3.21416469,17.0112887,100,1,35.89912933,46.31382766,5.269337017,38.46546884,27.33653846,11.26497696,21.84210526,25.0656682,28.43714286,46.04265403,42.25,72.42465753,100,100,8.15,22.00597547,22.5547046,42.45901639,59.85433071,8.48458498,15.95531915,44.58490566,57.43419195
USDA2A,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
USDA2B,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
USDA2C,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
USDA2D,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
USDA2E,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
USDA2F,70.6084567,19.35841392,61.77227723,67,67.12177122,50.5,81.66666667,59.5,33.2262069,11.43181818,68.45657016,23.85970353,10.07492081,7.238774904,15.2576718,11.53191489,7.407658421,7.605901419,100,100,17.08303249,46.31382766,5.269337017,13.34025828,27.33653846,11.26497696,21.84210526,26.6624424,28.43714286,30.96140826,42.25,24.95890411,100,100,13.65,22.00597547,27.42888403,45.40983607,71.15748031,8.48458498,58.29361702,35.55660377,59.32057163
