Label,Id,timeset,v_name,v_kindom,v_phylum,v_class,v_order,v_family,v_genus,v_species,v_partition,v_group,v_taxa,v_function,v_process,v_frequency,v_niche,v_modularity,v_degree,v_betweenness,v_closeness,closeness_w,norm_closeness_w,Feature_ID,MRA,Nitrifiers,Denitrifiers,Anammox,DNRA,PAOs,GAOs,SRB,SOB,Filamentous,Acetogen,Methanogen,Fermenter,Sugars,Lipids,Proteins,Unassigned
ASV4155,n3358,NA,ASV4155,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unknown,above,rare,others,Denitrifiers/Filamentous/Sugars/Lipids/Proteins,N_remove,0.020236,19.789227,2,11,510,3.00E-06,1003.375989,0.201037065,56b2b72299eb59a6aea8637ee80acd69,2.09E-05,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
ASV4156,n1034,NA,ASV4156,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.069983,43.91063,7,6,0,3.00E-06,888.5046032,0.178021359,64fc44e3281dc752e559b7e6a5e1000a,3.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4158,n1419,NA,ASV4158,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,midas_s_69396,above,rare,others,Sugars/Proteins,C_cycle,0.055649,38.285837,4,2,7199,3.00E-06,874.8320069,0.175281909,c19d4564f33fb200f2e299be0db66c9a,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV4159,n655,NA,ASV4159,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unknown,Unknown,neutral,rare,others,Unassigned,Unassigned,0.01602,13.3273,8,4,0,3.00E-06,1055.90286,0.211561382,cd3dfaedf7e6bef82fb2d26cf50ea69b,2.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV416,n2943,NA,ASV416,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,midas_g_3846,midas_s_10839,above,intermediate,core,Unassigned,Unassigned,0.318718,177.68564,4,3,868,3.00E-06,876.2470697,0.175565432,a32ad8a629678e6aa1c72481c8a53bfd,0.000405168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4161,n3458,NA,ASV4161,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,midas_s_16639,above,rare,others,Fermenter/Sugars,C_cycle,0.083474,67.512437,8,1,0,3.00E-06,924.6429971,0.185262071,bd16beda4169ba9a3b198541c239a1f0,2.51E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV4164,n3162,NA,ASV4164,Bacteria,Desulfobacterota,midas_c_41,midas_o_918,midas_f_918,midas_g_2154,Unknown,above,rare,others,Unassigned,Unassigned,0.072513,43.243207,16,1,0,3.00E-06,958.8030116,0.192106394,52de2cee5094fded051a78bd7ea21c6f,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4166,n3758,NA,ASV4166,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,neutral,rare,others,Denitrifiers/GAOs/Fermenter/Lipids,N_P_remove,0.010961,7.016187,4,16,17978,3.00E-06,963.8757342,0.193122768,bab6d73bc3c3276fb75fe0d60569a020,2.81E-05,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ASV4167,n1412,NA,ASV4167,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Unknown,above,rare,others,Unassigned,Unassigned,0.024452,21.422066,16,88,10559,3.00E-06,1237.012906,0.247848709,14aa77fa74bfb22c1023d67e1a85a120,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4169,n1155,NA,ASV4169,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Unknown,below,rare,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.010961,11.968496,16,120,844,3.00E-06,1387.943625,0.278089286,be60ffb5e8ec358962ffceb25505d533,3.94E-05,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV417,n828,NA,ASV417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,midas_s_12712,above,intermediate,core,Denitrifiers/SOB/Lipids/Proteins,N_S_remove,0.254637,140.664707,13,1,0,3.00E-06,529.8256672,0.106156215,e895fe99c0c8aa5adb6d1e2acffda67a,0.000381467,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
ASV4172,n299,NA,ASV4172,Bacteria,Patescibacteria,Parcubacteria,Ca_Moranbacteria,midas_f_9621,Unknown,Unknown,below,rare,others,Unassigned,Unassigned,0.010961,11.710894,16,119,1091,3.00E-06,1386.764933,0.277853122,4d363542b9d284fabdca3f627714ecdb,4.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4174,n3200,NA,ASV4174,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,midas_g_1159,Unknown,above,rare,others,Unassigned,Unassigned,0.046374,32.476953,7,18,99642,3.00E-06,1095.957161,0.219586688,1f696e5ef9b67ee47f7f26cf53f70b39,2.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4175,n3440,NA,ASV4175,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_45134,midas_s_45134,above,rare,others,Unassigned,Unassigned,0.098651,75.668457,4,15,5772,3.00E-06,1012.616079,0.202888415,f552a039ab9ac2e60833dbb9ecb3a84f,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4177,n690,NA,ASV4177,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,midas_s_21851,above,rare,others,Denitrifiers/Lipids/Proteins,N_remove,0.026138,17.555035,9,17,5166,3.00E-06,1060.743117,0.21253118,9f0eed766d8d25861b060524db3b044b,3.05E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ASV4178,n4629,NA,ASV4178,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_9582,midas_g_10664,midas_s_17127,above,rare,others,Unassigned,Unassigned,0.047218,24.405431,7,1,0,3.00E-06,749.8981939,0.150250089,7c27de71c7997701018d452dc5265d93,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4179,n3675,NA,ASV4179,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unknown,above,rare,others,Sugars/Lipids/Proteins,C_cycle,0.046374,36.371856,10,14,549,3.00E-06,1114.503589,0.223302663,b51ee9d24b4b3d863fd7cc51a9e4b12a,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV418,n1173,NA,ASV418,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1409,midas_s_13530,above,intermediate,core,Unassigned,Unassigned,0.301855,108.64327,9,4,57,3.00E-06,905.2789404,0.181382276,af53cac72e4397610b6e25ffeb959f90,0.000463031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4181,n2085,NA,ASV4181,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_675,midas_s_67935,above,rare,others,Unassigned,Unassigned,0.054806,45.74713,19,6,28,3.00E-06,929.4999414,0.186235212,50ce088edbf916bd6b701e271a2e16af,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4182,n4396,NA,ASV4182,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,midas_s_68496,neutral,rare,others,Sugars,C_cycle,0.014334,5.440372,1,8,11,3.00E-06,973.7591528,0.195103016,a1dccfb0fb64145b1c3650cdff42f913,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV4183,n4808,NA,ASV4183,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_391,midas_s_391,above,rare,others,Unassigned,Unassigned,0.041315,20.29306,5,9,1257,3.00E-06,958.9703308,0.192139918,eaae29bb875f4b3c26d1a72067d4ad1e,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4185,n2330,NA,ASV4185,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,midas_s_14591,neutral,rare,others,Unassigned,Unassigned,0.013491,7.322063,4,8,1738,3.00E-06,893.8785037,0.179098077,11545b92bc3cc1f2cbbab395a59eaedf,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4186,n3445,NA,ASV4186,Bacteria,Patescibacteria,Parcubacteria,Ca_Moranbacteria,midas_f_9621,midas_g_11532,midas_s_14714,neutral,rare,others,Unassigned,Unassigned,0.017707,14.748481,13,51,42312,3.00E-06,1156.730824,0.231763339,f37844e2be677fd9f2c4707b5241e97b,2.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4187,n2471,NA,ASV4187,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.070826,56.417123,6,5,0,3.00E-06,765.5289419,0.153381876,95dc56482b53bad791a46689cb4693c8,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4188,n3850,NA,ASV4188,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_22144,Unknown,neutral,rare,others,Unassigned,Unassigned,0.019393,14.088806,6,48,12116,3.00E-06,1108.781276,0.222156136,f7b2b5d2b8f6c6ccce38993eafdb6a00,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV419,n2856,NA,ASV419,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.134907,67.647012,4,10,743,3.00E-06,913.6775016,0.183065017,b9fa5cc964c36fb95712be187729ea3c,0.000400741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4192,n1632,NA,ASV4192,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unknown,neutral,rare,others,Sugars/Lipids/Proteins,C_cycle,0.01855,14.535396,32,1,0,0,0.869113681,0.000174136,cb260f52019681ea39d103cb679a8ff5,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV4193,n733,NA,ASV4193,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_6090,midas_s_19698,above,rare,others,Unassigned,Unassigned,0.058179,55.19151,13,14,2989,3.00E-06,1015.585522,0.203483374,edfd9fe7b9fc7af35fba481211003097,2.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4195,n3543,NA,ASV4195,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_100,midas_s_1410,above,rare,others,Unassigned,Unassigned,0.03457,5.408447,30,2,4917,3.00E-06,625.4895889,0.1253235,6aac80c3677cb2d242e887aa30efa12e,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4196,n850,NA,ASV4196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unknown,Unknown,neutral,rare,others,Unassigned,Unassigned,0.015177,10.540599,7,5,4917,3.00E-06,816.3730745,0.163569039,ac74eb9e18ab45ed560fe7ad979e3b0f,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4197,n1204,NA,ASV4197,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_56834,above,rare,others,Denitrifiers/SRB/Fermenter/Sugars/Lipids/Proteins,N_S_remove,0.046374,38.393214,11,29,1451,3.00E-06,1098.45881,0.22008792,61003262486839f96c8b58bd25360cf1,2.87E-05,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
ASV4198,n3352,NA,ASV4198,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,midas_g_2796,midas_s_5042,above,rare,others,Unassigned,Unassigned,0.042159,29.838249,4,1,0,3.00E-06,635.3756584,0.127304279,79a1a1678ca5db1b7aa161d6f70e4fcf,2.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV42,n4513,NA,ASV42,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,midas_s_3279,below,abundant,others,Unassigned,Unassigned,0.033727,17.656422,19,82,18703,3.00E-06,1152.26056,0.230867674,5ec4013197d1cc4ce7bf13be6fcf1b81,0.002506736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4200,n4336,NA,ASV4200,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_867,midas_s_867,above,rare,others,Unassigned,Unassigned,0.038786,33.623801,16,49,79177,3.00E-06,1154.39985,0.231296303,1f97a30f72231f01e2c625797cb8a27d,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4201,n3601,NA,ASV4201,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_16870,midas_g_40564,midas_s_44624,neutral,rare,others,Unassigned,Unassigned,0.014334,7.860431,7,25,64032,3.00E-06,1172.222848,0.234867331,93c036042353c2ee4b396076814a5c6c,3.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4202,n3410,NA,ASV4202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.026981,24.158005,5,1,0,3.00E-06,637.6185876,0.127753674,9c6db4099a27ea2c672e676287392c2c,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4205,n2629,NA,ASV4205,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_12243,midas_g_44976,Unknown,above,rare,others,Unassigned,Unassigned,0.059022,33.594437,1,3,0,3.00E-06,805.0860785,0.161307569,ef3131565ddf60f9185da4f816bee776,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4206,n313,NA,ASV4206,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_22144,Unknown,neutral,rare,others,Unassigned,Unassigned,0.021079,7.444717,10,50,10837,3.00E-06,1267.803711,0.254017975,9ac61399308c680be63fe827d1e0ba03,3.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4207,n4212,NA,ASV4207,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,midas_g_54034,midas_s_54034,above,rare,others,Unassigned,Unassigned,0.017707,13.376756,3,7,6821,3.00E-06,859.9116398,0.172292454,1815f31d4cf35960da3d6469360dc9a9,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4208,n292,NA,ASV4208,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,above,rare,others,Unassigned,Unassigned,0.05059,38.842594,13,10,0,3.00E-06,940.665439,0.188472338,7039faac3226759450b7da0886118298,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4209,n3192,NA,ASV4209,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,midas_s_82080,above,rare,others,Proteins,C_cycle,0.049747,25.008737,12,6,3937,3.00E-06,1006.72922,0.20170892,eb42880248eebf07b5a0ac0701079476,2.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV421,n1209,NA,ASV421,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,Unknown,below,intermediate,others,Unassigned,Unassigned,0.05312,39.850101,3,46,16682,3.00E-06,1172.981565,0.235019348,b7af673815e046b68c88d0e0b978f39b,0.000315032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4211,n3640,NA,ASV4211,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_31099,midas_s_31099,above,rare,others,Unassigned,Unassigned,0.021922,14.881292,4,8,9052,3.00E-06,931.2868291,0.186593234,eddf0f8e012cf4435b03e86e72ae63fd,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4212,n1988,NA,ASV4212,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Unknown,above,rare,others,Sugars,C_cycle,0.086003,73.840498,11,6,691,3.00E-06,1031.67377,0.206706826,eff548850fa5e6946245cfe0bfa1e23b,2.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV4213,n154,NA,ASV4213,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Unknown,above,rare,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.026981,25.318104,8,207,7810,3.00E-06,1431.241269,0.28676443,48e3ef2b16d92768dab5da5404b56512,2.13E-05,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV4215,n3140,NA,ASV4215,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,midas_s_11346,above,rare,others,Unassigned,Unassigned,0.128162,114.741592,4,1,0,3.00E-06,821.5897744,0.164614261,ad2d47fec3316b615e1a1544fe895cde,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4217,n4931,NA,ASV4217,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,midas_g_22272,midas_s_27512,above,rare,others,Unassigned,Unassigned,0.041315,8.456038,3,36,3410,3.00E-06,1093.288983,0.21905209,0d794a1c1a66da54167c7ecaadf59335,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4218,n374,NA,ASV4218,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_43426,midas_g_86668,midas_s_86668,above,rare,others,Unassigned,Unassigned,0.056492,38.841414,1,4,0,3.00E-06,872.192284,0.174753012,bb1cfbc74682cc0af8db37af6e54e46f,2.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4219,n2146,NA,ASV4219,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,midas_s_1940,neutral,rare,others,Fermenter/Sugars,C_cycle,0.010118,11.652199,2,64,4546,3.00E-06,1217.022908,0.2438435,288906e6d1116061179900ee65397e96,3.38E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV422,n1277,NA,ASV422,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,midas_g_913,Unknown,below,intermediate,others,Unassigned,Unassigned,0.074199,42.448011,13,12,2843,3.00E-06,976.1678652,0.195585627,d97c0560829ecdc4b55f63827b375aec,0.000404966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4221,n2402,NA,ASV4221,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_12777,Unknown,Unknown,neutral,rare,others,Unassigned,Unassigned,0.016863,12.117257,4,7,1678,3.00E-06,873.7280803,0.175060725,453d12f8e2a41441acdaf644923ae715,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4225,n3884,NA,ASV4225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Unknown,neutral,rare,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.010961,4.597057,4,17,12971,3.00E-06,1029.907481,0.206352931,720311348e00594de7499f0df2c188b2,1.88E-05,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV4226,n3557,NA,ASV4226,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,midas_g_3090,Unknown,above,rare,others,Unassigned,Unassigned,0.022766,12.055966,12,29,438,3.00E-06,1079.299299,0.216249108,10e46f2250590fc5d7a8900d7bc286c7,2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4227,n1893,NA,ASV4227,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,midas_g_98,midas_s_98,above,rare,others,Unassigned,Unassigned,0.029511,10.766063,8,75,24487,3.00E-06,1193.696315,0.239169769,fe9e954169a4785ca9e4136a53997d0d,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4228,n2495,NA,ASV4228,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_26459,midas_s_34435,neutral,rare,others,Unassigned,Unassigned,0.010118,10.560191,12,61,4970,3.00E-06,1266.64776,0.253786367,94edd4c4ab2a41ad4ed4cdddc93ff3a1,2.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4229,n2021,NA,ASV4229,Bacteria,Patescibacteria,Parcubacteria,midas_o_49402,midas_f_49402,midas_g_58801,midas_s_58801,above,rare,others,Unassigned,Unassigned,0.059022,38.054204,11,15,4917,3.00E-06,1026.545465,0.205679316,3fce5d9ae0db179bd5d9e877d6b011ed,2.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV423,n2433,NA,ASV423,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,midas_s_11131,below,intermediate,others,Sugars,C_cycle,0.161046,72.426549,7,11,29027,3.00E-06,983.6682957,0.197088418,ebffaf5c074232770582956617687f96,0.000467739,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV4232,n1344,NA,ASV4232,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,Unknown,neutral,rare,others,Denitrifiers/PAOs/SRB/Proteins,N_P_S_remove,0.010118,7.069413,7,3,6790,3.00E-06,730.6174493,0.146386986,36245e95d1af3fb5655892b06a9607f7,1.05E-05,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ASV4233,n1361,NA,ASV4233,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,midas_g_33993,midas_s_33993,above,rare,others,Unassigned,Unassigned,0.062395,44.497605,9,33,13627,3.00E-06,1169.950684,0.234412079,d9451acf79069063977ebed46aa96124,2.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4234,n4671,NA,ASV4234,Bacteria,Planctomycetota,OM190,midas_o_2104,midas_f_7287,midas_g_30428,midas_s_79153,above,rare,others,Unassigned,Unassigned,0.056492,39.758592,3,11,320,3.00E-06,1063.021524,0.212987683,2bcaa256e035aeb8f8e824bc71cf3a79,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4240,n2771,NA,ASV4240,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,midas_s_8641,neutral,rare,others,Sugars,C_cycle,0.014334,10.446751,7,4,916,3.00E-06,891.1646266,0.178554323,8f813280e8cc1c972cdf97b409fa6840,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV4241,n3417,NA,ASV4241,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unknown,neutral,rare,others,Sugars/Lipids/Proteins,C_cycle,0.015177,11.241922,5,2,426,3.00E-06,838.5958033,0.1680216,e3eabf942da79c4a106980feb08eb2a6,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV4243,n4053,NA,ASV4243,Bacteria,Chloroflexi,KD4-96,midas_o_3277,midas_f_3277,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.025295,17.704161,16,91,15976,3.00E-06,1307.466362,0.261964809,7c7c7761ed1d350dd250d3bf1f131073,2.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4246,n1033,NA,ASV4246,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,midas_s_74074,above,rare,others,Sugars/Proteins,C_cycle,0.043002,24.423783,7,14,18636,3.00E-06,1018.265258,0.204020288,72cfb5d7d1b5ad5021e66ce783b47570,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV4249,n3555,NA,ASV4249,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,rare,others,Unassigned,Unassigned,0.070826,12.358418,16,6,3,3.00E-06,992.2961139,0.198817094,4b3cdb90147888922784a1feb094c0fb,2.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV425,n4519,NA,ASV425,Bacteria,Desulfobacterota,midas_c_41,midas_o_41,midas_f_1389,midas_g_1389,midas_s_1389,above,intermediate,core,Unassigned,Unassigned,0.621417,305.082307,4,21,13608,3.00E-06,1081.783094,0.216746763,8f7751566d4b004222fc370fa5c47bfc,0.000411807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4250,n4598,NA,ASV4250,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown,above,rare,others,Filamentous/Fermenter/Sugars/Lipids/Proteins,Foaming,0.044688,14.081462,5,1,0,3.00E-06,788.3737378,0.157959074,d8fcbd135a0870e607b56512eef35bc4,2.19E-05,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
ASV4251,n2006,NA,ASV4251,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_611,midas_s_47580,above,rare,others,Unassigned,Unassigned,0.022766,7.304675,19,15,2353,3.00E-06,987.2482745,0.197805705,ed8073d5ed0cbac62c1047e2d1eb89c2,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4254,n4972,NA,ASV4254,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,midas_g_37209,Unknown,above,rare,others,Unassigned,Unassigned,0.080944,69.315919,8,102,15976,3.00E-06,1278.083796,0.256077699,b00b09c73119dbdd3e0a8c86256e9a48,2.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4256,n3872,NA,ASV4256,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_424,Unknown,above,rare,others,Unassigned,Unassigned,0.029511,27.400409,3,33,337,3.00E-06,1155.007304,0.231418013,ef4e57004f2d89cf5fcf19bc530811fa,2.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV4258,n2367,NA,ASV4258,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,midas_g_20949,Unknown,above,rare,others,Unassigned,Unassigned,0.016863,10.770276,3,2,1280,3.00E-06,903.6782407,0.181061559,707f5912a7d026c6e4f45dbac262ba06,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
